ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Military Veterans, Mineral Resources and Energy, Municipal Demarcation Board, Municipal Infrastructure Support Agency, National School of Government",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:46:23 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,Municipal Infrastructure Support Agency,National,Infrastructure Delivery Management Support,Infrastructure Delivery Management Support,Quarterly,Number of Plans towards spatial transformation in the Eastern Seaboard Region completed.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",1 plan towards spatial transformation in the Eastern Seaboard Region completed.,"Achieved
ESD Renewable Energy Feasibility Study completed.
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,4 plans towards spatial transformation in the Eastern Seaboard Region completed.,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Infrastructure Delivery Management Support,Infrastructure Delivery Management Support,Quarterly,Number of catalytic projects prepared for investment mobilisation within ESD region.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,4 catalytic projects prepared for investment mobilisation within ESD region.,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Number of dysfunctional municipalities reducing nonrevenue water by average of 5%.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Achieve 85% spending level on MIG allocations for dysfunctional municipalities.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Number of dysfunctional municipalities with SPLUMA compliant spatial plans implemented.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Percentage increase in households with access to water supply services in 22 dysfunctional municipalities.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Number of dysfunctional Water Service Authorities (WSA) with Dysfunctional (Critical Risk) Wastewater Treatment Works (WWTWs) improved to High Risk WWTWs.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Number of dysfunctional Water Service Authorities (WSA) with Dysfunctional (Critical Risk) Water Treatment Works (WTWs) improved to High Risk WTWs.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Percentage increase in households with access to solid waste removal services in the identified 22 dysfunctional municipalities.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Percentage increased in households with access to electricity supply in the identified 22 dysfunctional municipalities.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Annually,Number of dysfunctional municipalities with electricity demand reduced by 2%,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Quarterly,Number of dysfunctional municipalities achieving EPWP Infrastructure Sector job opportunities allocations through the mainstreaming of LIC.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",25 municipalities achieve their respective quarterly EPWP Infrastructure Sector job opportunities allocation through mainstreaming of LIC methods.,"Achieved
25 municipalities supported on achieving their respective quarterly EPWP Infrastructure Sector job opportunities allocation through mainstreaming of LIC methods.
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,25 municipalities achieve their respective EPWP Infrastructure Job opportunities allocation through mainstreaming of LIC methods.,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Quarterly,Number of dysfunctional municipalities with increased MIG allocations for repairs & maintenance (given benchmark and baseline) using 10% of their MIG allocations.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",10 municipalities with increased allocation of MIG funding for municipal infrastructure repairs and maintenance utilising 10% of their MIG budget.,"Achieved
10 municipalities supported with increased allocation of MIG funding for municipal infrastructure repairs and maintenance utilising 10% of their MIG budget.
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,"10 municipalities with increased allocation of MIG funding for municipal infrastructure repairs and maintenance utilising 10% of their MIG budget.

",-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Quarterly,Kilometres of roads maintained to include potholes patching and drainage cleaning in the 22 dysfunctional municipalities.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,100 km kilometres of roads maintained including potholes and drainage cleaning in the identified 22 dysfunctional municipalities.,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Quarterly,Number of dysfunctional municipalities provided with technical capacity and skills development for improved service delivery.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,22 municipalities provided with technical capacity and skills development,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Technical Support Services,Technical Support Services,Quarterly,Number of dysfunctional municipalities with flood risk resilient infrastructure implemented.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",10 municipalities quarterly implement flood risk resilient infrastructure,"Not Achieved 
Flood related disaster risk assessments conducted in 12 municipalities. 
","-10
Risk assessment reports still outstanding and to be finalised. The report writing process is a collaborative process with the provincial disaster management centres and outside MISA’s control.
",A draft assessment template to be adopted to standardise the process and reporting thereof. A belated report still to be compiled on assessments conducted.,,,,,,,,,,,,,,,,,,,,,10 municipalities with flood risk resilient infrastructure implemented.,-,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 1: Administration,Programme 1: Administration,Annually,Maintain Corporate Governance capability maturity level,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,Maintain Corporate Governance Capability Maturity Level 4 or higher,,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 1: Administration,Programme 1: Administration,Annually,Maintain the audit opinion expressed by AGSA,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,Unqualified audit opinion with no findings (clean),,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 1: Administration,Programme 1: Administration,Annually,Percentage of procurement with designated groups,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,12 %,,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 2: Demarcation and spatial transformation excellence,Programme 2: Demarcation and spatial transformation excellence,Annually,Public consultations conducted in line with resolutions of the Board for Class 2 to 4 re-determinations,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,Conduct Public consultations in line with the resolutions of the Board for Class 2 to 4 re-determinations,,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 2: Demarcation and spatial transformation excellence,Programme 2: Demarcation and spatial transformation excellence,Annually,"Investigation committee hearings in line with resolutions of the Board, conducted in terms of Section 29 and 30 of the MDA",Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Conduct investigation committee hearings, in line with resolutions of the Board, in terms of Section 29 and 30 of the MDA",,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 2: Demarcation and spatial transformation excellence,Programme 2: Demarcation and spatial transformation excellence,Annually,"In-loco sessions conducted, in line with resolutions of the Board, to inform community(ies) of boundary change(s)",Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Conduct in-loco sessions, in line with resolutions of the Board, to inform community(ies) of boundary change(s)",,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 2: Demarcation and spatial transformation excellence,Programme 2: Demarcation and spatial transformation excellence,Quarterly,Legal notices published in line with resolutions of the Board in terms of Section 21 and 21(5) of the MDA for Class 2 to 4 re-determinations,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,N/A,N/A,N/A,N/A,,,N/A,,,,,,Publish Legal notices in line with resolutions of the Board in terms of Section 21 and 21(5) of the MDA for Class 2 to 4 re-determinations,,,,,,Publish Legal notices in line with resolutions of the Board in terms of Section 21 and 21(5) of the MDA for Class 2 to 4 re-determinations,,,,,,Publish legal notices in line with resolutions of the Board in terms of Section 21 and 21(5) of the MDA for Class 2 to 4 re-determinations,-,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 2: Demarcation and spatial transformation excellence,Programme 2: Demarcation and spatial transformation excellence,Quarterly,Number of Voting Districts analysed to determine split communities,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,2800,2800,N/A,N/A,,,2988,,,,,,2987,,,,,,2800,,,,,,11575,-,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,"Programme 3: Research, spatial information and intelligence development","Programme 3: Research, spatial information and intelligence development",Annually,Number of mapping application for Spatial knowledge hub available,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,"Programme 3: Research, spatial information and intelligence development","Programme 3: Research, spatial information and intelligence development",Annually,Number of research reports/articles presented or published,Not Applicable,Not  Applicable,Priority 7: A better Africa and the World,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,"Programme 3: Research, spatial information and intelligence development","Programme 3: Research, spatial information and intelligence development",Annually,Number of applications developed,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,"Programme 3: Research, spatial information and intelligence development","Programme 3: Research, spatial information and intelligence development",Quarterly,Number of research reports/articles presented or published,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,1,1,N/A,N/A,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,"Programme 3: Research, spatial information and intelligence development","Programme 3: Research, spatial information and intelligence development",Quarterly,Number of research reports produced,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Not Applicable,1,1,N/A,N/A,,,0,,,,,,1,,,,,,0,,,,,,2,1,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 4: Stakeholder engagement and partnership,Programme 4: Stakeholder engagement and partnership,Quarterly,Number of public awareness and education activities completed,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,2,3,More activities than planned were completed due to additional communication opportunities available to relay information on demarcation processes,N/A,,,3,,,,,,3,,,,,,2,,,,,,10,3,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 4: Stakeholder engagement and partnership,Programme 4: Stakeholder engagement and partnership,Quarterly,"Number of items across print, electronic and broadcast media generated by MDB or arising from its work",Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,2,2,N/A,N/A,,,2,,,,,,2,,,,,,1,,,,,,7,2,,,,,,,168
Cooperate Governance,Municipal Demarcation Board,National,Programme 4: Stakeholder engagement and partnership,Programme 4: Stakeholder engagement and partnership,Quarterly,Number of stakeholder awareness and education activities completed,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,2,4,More activities than planned were completed due to additional communication opportunities available to relay information on demarcation processes,N/A,,,3,,,,,,3,,,,,,2,,,,,,10,4,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Number of IDMS Modules implemented,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage of legitimate invoices paid within 30 days,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,100 %,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Audit Outcome,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Unqualified,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage representation of persons with disability,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2 %,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage of representation of women at SMS level,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,50 %,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Number of liberation struggle history research outputs,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Percentage  of legitimate  invoices paid  within 30 days,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,100 %,32.9 %,The non-compliance is caused by old invoices that could not be processed in the previous financial year ,Follow-up on distributed invoices to ensure payment within 30 days.,,,100 %,,,,,,100 %,,,,,,100 %,,,,,,100 %,0 %,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Number of IDMS modules implemented ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,Not planned for Q3 & Q4,N/A,,,0,,,,,,2,,,,,,2,,,,,,4,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of military veterans provided with newly built houses per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of Military Veterans and dependants provided with dedicated counselling services and treatment,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military Veterans and dependants provided with dedicated counselling services and treatment,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,Not planned for Q1,,,0,,,,,,0,,,,,,600,,,,,,600,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military veterans provided newly built houses per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,Not planned for Q1,,,0,,,,,,0,,,,,,480,,,,,,480,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of confirmed Military veterans registered in the database per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,350,360,High volume of application received,N/A,,,350,,,,,,350,,,,,,350,,,,,,1400,360,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military Veterans approved for the compensation benefit per annum,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,Not planned for Q1,,,0,,,,,,50,,,,,,50,,,,,,100,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Total number  of military  veterans  and their  dependants  receiving  pension  benefit ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,3000,0,Pension benefit not rolled out yet pending finalisation of administrative processes,Fast track outstanding administrative processes,,,3250,,,,,,3500,,,,,,4000,,,,,,4000,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Draft Strategy on subsidized public transport ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,Consultation process,0,Consultative processes not commenced with relevant stakeholders,Commence engagements with relevant stakeholders,,,Consultation process,,,,,,Consultation process,,,,,,Draft Strategy on subsidized public transport,,,,,,Draft Strategy on subsidized public transport,-,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Total number of military veterans approved to access health care services,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,Not planned for Q1,,,0,,,,,,0,,,,,,500,,,,,,500,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military veterans approved for mortgage bond subsidy per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,5,0,Applicant did not meet qualifying criteria,Continue to adjudicate applications in line with qualifying requirements,,,10,,,,,,5,,,,,,5,,,,,,25,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of bursaries provided to Military Veterans and their dependants per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3500,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Military Veterans memorial sites facilitated per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of memorial lectures coordinated for Military Veterans,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,1,0,Q1 is used for consultation with stakeholders,Consultations with stakeholders to confirm memorial lectures for the year,,,1,,,,,,1,,,,,,1,,,,,,4,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Percentage of approved burial claims paid within 30 days,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,100 %,53 %,Payment system experienced major technical glitches between February and May 2023,Payment system has since stabilised and is now reliable,,,100 %,,,,,,100 %,,,,,,100 %,,,,,,100 %,53 %,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Military Veterans and their  dependants approved for skills development  programmes,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,100,22,There was a change of approach which necessitated a focus on payments amounting to R2.1m. ,"In future, a balanced approach focussing on both payments and approvals will be sought.",,,300,,,,,,300,,,,,,300,,,,,,1000,22,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly, Number of Military Veterans businesses provided with access to business facilitation programmes ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,30,16,Lack of travel agency services have affected implementation of skills programmes. ,Travel agency matter is being addressed.,,,40,,,,,,70,,,,,,110,,,,,,110,16,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Military Veterans provided with access to employment placement opportunities,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,No target planned Q1,,,10,,,,,,10,,,,,,10,,,,,,30,0,,,,,,,168
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Public Private Partnerships in agreement with the Department,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,N/A,No target planned,,,0,,,,,,1,,,,,,3,,,,,,4,0,,,,,,,168
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Number of ICT projects enabling NSG operations implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"1 ICT project enabling NSG
operations implemented",2 ICT projects enabling NSG operations implemented,The second project was implemented retrospectively as the project was initially activated during COVID outbreak. ,None ,,,"3 ICT projects enabling NSG
operations implemented
(cumulative)",,,,,,"4 ICT projects enabling NSG
operations implemented
(cumulative)",,,,,,"6 ICT projects enabling NSG
operations implemented",,,,,,"6 ICT projects enabling NSG
operations implemented",-,,,,,,,168
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Number of mapped business processes in line with operations management plan implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None  ,None ,,,"1 business process in line with
operations management plan",,,,,,"3 business process in line with
operations management plan
(cumulative)",,,,,,"4 business process in line with
operations management plan",,,,,,"4 mapped business processes
in line with operations
management plan implemented",-,,,,,,,168
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of material audit findings resolved by the end of financial year,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None ,None ,,,"Development of the
management improvement
plan based on previous audit
outcome",,,,,,"50% of the management
improvement plan based
on previous audit outcome
to ensure reduction of audit
findings implemented",,,,,,"100% of the management
improvement plan based
on previous audit outcome
to ensure reduction of audit
findings implemented",,,,,,"100% of material audit findings
resolved by the end of the
financial year",-,,,,,,,168
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of NSG brand and marketing strategy implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,"25% of the NSG brand
and marketing strategy
implemented",50% (2 objectives) of the NSG brand strategy implemented,NSG has to continuously promote the brand and its service offering,None ,,,"50% of the NSG brand
and marketing strategy
implemented (cumulative)",,,,,,"75% of the NSG brand
and marketing strategy
implemented (cumulative)",,,,,,"75% of the NSG brand
and marketing strategy
implemented",,,,,,"75% of the NSG brand
and marketing strategy
implemented",-,,,,,,,168
National School of Government,National School of Government,National,Programme 1 Administration,Programme 1 Administration,Quarterly,Percentage of total quality management plan implemented,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,No target ,None ,None,None ,,,"Status Report on the
implementation of the total
quality management plan",,,,,,No target ,,,,,,100% of the total quality management plan implemented,,,,,,"100% of total quality
management plan implemented",-,,,,,,,168
