ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Government Technical Advisory Center, Health, Higher Education and Training, Home Affairs, Human Settlements, Independent Communications Authority of South Africa, Independent Electoral Commission, Independent Police Investigative Directorate, International Relations and Cooperation, Justice and Constitutional Development",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:33:53 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
Home Affairs,Home Affairs,National,Programme 2: Citizen Affairs,Programme 2: Citizen Affairs,Quarterly,Percentage (%) of machine readable passports for children (live capture system) issued within 18 working days for applications collected and processed within the RSA per year,Not Applicable,Average,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",90 %,99.09 %,"Operations management monitored daily at all production gates to ensure all incoming work is finalized within 24 hours.
Daily monitoring of performance through reports provided by M&E.
Overtime for the month of June 2023.
Continuous monitoring of system functionality and reporting of system errors to IS.
A team from Back office was established to assist offices with receiving of Waybills when Offices were battling with scanning of consignments
","Continuous daily monitoring performance of operations and reports.
Continuous engagement with IS and Finance to assist with all Live Capture challenges.
Corresponding overtime by the Passport Dispatch Centre to match with increased passports printed by Government Printing Works.
Constant reporting of System challenges and error to IS for resolution.
Provide support by assisting offices struggling to scan bins and ensure that bins received at front office are scanned and constant monitoring of the system until the problem is resolved.
",,,90 %,,,,,,90 %,,,,,,90 %,,,,,,90 %,0 %,,,,,,,460
Home Affairs,Home Affairs,National,Programme 3: Immigration Affairs,Programme 3: Immigration Affairs,Quarterly,Number of DHA-led law enforcement operations/ inspections conducted for targeted areas to ensure compliance with immigration legislation per year,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",324,393,"Proper planning, 
Good monitoring of activities  
Good coordination.
","Monitoring of offices that are not in compliance through office reviews for improvement in reporting  and submission of evidence timeously.

",,,324,,,,,,324,,,,,,324,,,,,,1296,393,,,,,,,460
Home Affairs,Home Affairs,National,Programme 3: Immigration Affairs,Programme 3: Immigration Affairs,Quarterly,"Percentage (%) of permanent residence applications for critical skills (S27b), general work (S26a) and business (S27c) adjudicated within 8 months for applications collected within the RSA per year",Not Applicable,Average,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",85 %,94.21 %,The target was over achieved because trainees for foreign deployment were utilised to assist with the backlog project.,,,,85 %,,,,,,85 %,,,,,,85 %,,,,,,85 %,94.21 %,,,,,,,460
Home Affairs,Home Affairs,National,Programme 3: Immigration Affairs,Programme 3: Immigration Affairs,Quarterly,Percentage (%) of critical skills visa applications adjudicated within 4 weeks for applications processed within the RSA per year,Not Applicable,Average,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",95 %,19 %,"The current workflow that has added 2 more layers of Quality Assurance without expanding the 4 weeks required to complete adjudication, has been mathematically  proven to be the major cause for non-achievement.

Where in the past there was only a single decision maker, the IMS delegations have added two more quality stages to the process flow without adding a longer period to process applications.
","The department will review the immigration services processes to improve performance.

The Delegation of Critical Skills Applications to be reduced to a single  level of Adjudication to ensure a quicker turn-around time

",,,95 %,,,,,,95 %,,,,,,95 %,,,,,,95 %,19 %,,,,,,,460
Home Affairs,Home Affairs,National,Programme 3: Immigration Affairs,Programme 3: Immigration Affairs,Quarterly,Percentage (%) of business visa applications adjudicated within 8 weeks for applications processed within the RSA per year,Not Applicable,Average,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",90 %,26.09 %,"The inclusion of ZEP applicants in the target has affected this performance. 21 applications of ZEP resulted in the target not being achieved.

The ZEP team does not adhere to the same business process put in place for Permitting Targets. As a result most of ZEP applications are finalized beyond the TAT which has the overall impact on the achievement of this target. 

This target has also been affected by the Delegations. Where in the past there was only a single decision maker, the delegations have added two more quality stages to the process flow without adding a longer period to process applications.
"," The department will review the immigration services processes to improve performance.

The ZEP Team to adhere to the official turnaround time and business processes that have been put in place to measure this target.

",,,90 %,,,,,,90 %,,,,,,90 %,,,,,,90 %,0 %,,,,,,,460
Home Affairs,Home Affairs,National,Programme 3: Immigration Affairs,Programme 3: Immigration Affairs,Quarterly,Percentage (%) of general work visa applications adjudicated within 8 weeks for applications processed within the RSA per year,Not Applicable,Average,Priority 2: Economic Transformation And Job Creation,"Justice, Crime Prevention and Security cluster",90 %,20.55 %,"The inclusion of ZEP applicants in the target has affected this performance. 21 applications of ZEP resulted in the target not being achieved.

The ZEP team does not adhere to the same business process put in place for Permitting Targets. As a result most of ZEP applications are finalized beyond the TAT which has the overall impact on the achievement of this target. 

This target has also been affected by the Delegations. Where in the past there was only a single decision maker, the delegations have added two more quality stages to the process flow without adding a longer period to process applications.
","The department will review the immigration services processes to improve performance.

The ZEP Team to adhere to the official turnaround time and business processes that have been put in place to measure this target.

",,,90 %,,,,,,90 %,,,,,,90 %,,,,,,90 %,20.55 %,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 1: ADMINISTRATION,1.1 Management,Quarterly,Number of quarterly strategic risk register reviewed by the Executive Risk Management Committee per annum,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,1,,,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 1: ADMINISTRATION,1.1 Management,Quarterly,Minimum annual percentage network and application stems availability measured in hours (system-generated report available),Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,90% of 549 hours achieved,91.843% (504.466 hours) achieved,,,,,90% of 558 hours achieved,,,,,,90% of 540 hours achieved,,,,,,90% of 558 hours achieved,,,,,,90% of 2 205 hours achieved,-,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 1: ADMINISTRATION,1.1 Management,Quarterly,Quarterly review of the Electoral Commission’s strategic risk register by the Executive Risk Management Committee within 30 days after the start of the next quarter,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,0,0,0,0,,,0,,,,,,0,,,,,,0,,,,,,-0,0,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 1: ADMINISTRATION,1.2 Corporate Services,Annually,Number of permanent staff positions filled per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,90% of funded posts filled (938 posts) calculated pro-rata over the year,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 1: ADMINISTRATION,1.2 Corporate Services,Annually,Obtain a clean audit outcome from the annual external audit process,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Obtain a clean audit ,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 2: ELECTORAL OPERATIONS,PROGRAMME 2: ELECTORAL OPERATIONS,Annually,Number of registered voters as of 31 March each year,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,26500000,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 2: ELECTORAL OPERATIONS,PROGRAMME 2: ELECTORAL OPERATIONS,Quarterly,Percentage of elections set aside,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",0 %,0 %,,,,,0 %,,,,,,0 %,,,,,,0 %,,,,,,0 %,0 %,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Annually,Number of research initiative  achieved per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Annually,"Recorded research across multi media communication platforms (digital television, print, radio and out-of-home)",Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,250 million citizens reached with communication activities on multimedia platforms,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Annually,The number of face to face CDE events held per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Annually,The number of thought leadership interactions achieved per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Quarterly, The number of face-to-face CDE events held per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",10000,11999,,,,,20000,,,,,,29000,,,,,,21000,,,,,,80000,11999,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Quarterly,The number of meetings Electoral Commission hold with key stakeholders per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,20,27,,,,,30,,,,,,10,,,,,,15,,,,,,75,27,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 3: OUTREACH,PROGRAMME 3: OUTREACH,Quarterly,The number of thought leadership interactions achieved per annum,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",2,2,,,,,4,,,,,,2,,,,,,2,,,,,,10,2,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 4: PARTY FUNDING,PROGRAMME 4: PARTY FUNDING,Quarterly,Number of disbursements to represented parties per annum,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,1,1,,,,,1,,,,,,1,,,,,,1,,,,,,4,-,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 4: PARTY FUNDING,PROGRAMME 4: PARTY FUNDING,Quarterly,Number of liaison sessions held with stakeholders to strengthen awareness and compliance with the Party Funding Act and with potential contributors to the Multi-Party Democracy Fund ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",1,1,,,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,460
Home Affairs,Independent Electoral Commission,National,PROGRAMME 4: PARTY FUNDING,PROGRAMME 4: PARTY FUNDING,Quarterly,Number of publications of declarations by political parties and private donors ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",2,3,,,,,2,,,,,,3,,,,,,3,,,,,,10,3,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub Programme: Departmental Management,Quarterly,Percentage compliance with statutory prescripts,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,100% compliance with statutory prescripts,"100% complianc
e with statutory prescripts

 
",Not applicable,Not applicable,,,100% compliance with statutory prescripts,,,,,,100% compliance with statutory prescripts,,,,,,100% compliance with statutory prescripts,,,,,,100% compliance with statutory prescripts,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub Programme: Departmental Management,Quarterly,Percentage implementation of the approved Internal Audit Plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,10% implementation of the approved internal audit plan ,"13% implement
ation of the approved internal audit plan",Not applicable,Not applicable,,,35% implementation of the approved internal audit plan ,,,,,,55% implementation of the approved internal audit plan ,,,,,,100% implementation of the approved internal audit plan ,,,,,,100% implementation of the approved internal audit plan ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub Programme: Departmental Management,Quarterly,Percentage execution of the approved anti-fraud and corruption implementation plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,100% execution of the approved anti-fraud and corruption implementation plan,"100% execution
 of the approved anti-fraud and corruption implementation plan


",Not applicable,Not applicable,,,100% execution of the approved anti-fraud and corruption implementation plan,,,,,,100% execution of the approved anti-fraud and corruption implementation plan,,,,,,100% execution of the approved anti-fraud and corruption implementation plan,,,,,,100% execution of the approved anti-fraud and corruption implementation plan,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub Programme: Departmental Management,Quarterly,Percentage implementation of the approved Risk Management Implementation Plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,31% implementation of the approved Risk Management Implementation Plan,"31% implement
ation of the approved Risk Management Implementation Plan",Not applicable,Not applicable,,,56% implementation of the approved Risk Management Implementation Plan,,,,,,75% implementation of the approved Risk Management Implementation Plan,,,,,,100% implementation of the approved Risk Management Implementation Plan,,,,,,100% implementation of the approved Risk Management Implementation Plan,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub programme: Financial Management ,Annually,Unqualified audit opinion with no material findings,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,2022/23 unqualified audit opinion with no material findings,,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub programme: Financial Management ,Quarterly,Human Settlements Grants Framework Approved,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No target,No target,Not applicable,Not applicable,,,No target,,,,,,Draft 2024/25 Human Settlements Grants Framework,,,,,,2024/25 Human Settlements Grants Framework Approved,,,,,,"2024/25 Human Settlements Grants Framework Approved 

",-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub programme: Financial Management ,Quarterly,Number of quarterly assessments conducted on performance of human settlements grants (HSDG and ISUPG),Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster","1 quarterly assessment (1x 4th quarter of 2022/23 financial year) conducted on HSDG performance 

1 quarterly assessment (1x 4th quarter of 2022/23 financial year) conducted on ISUPG performance"," 1 quarterly 
assessment (1x 4th quarter of 2022/23 financial year) conducted on HSDG performance        

1 quarterly assessment (1x 4th quarter of 2022/23 financial year) conducted on ISUPG performance

", Not applicable, Not applicable,,,"1 quarterly assessment (1x 1st quarter of 2023/24 financial year) conducted on HSDG performance  

1 quarterly assessment (1x 1st quarter of 2023/24 financial year) conducted on ISUPG performance ",,,,,,"1 quarterly assessment (1x 2nd quarter of 2023/24 financial year) conducted on HSDG performance 

1 quarterly assessment (1x 2nd quarter of 2023/24 financial year) conducted on ISUPG performance ",,,,,,"1 quarterly assessment (1x 3rd quarter of 2023/24 financial year) conducted on HSDG performance 

1 quarterly assessment (1x 3rd quarter of 2023/24 financial year) conducted on ISUPG performance ",,,,,,8 quarterly assessments conducted on performance of both human settlements grant (HSDG & ISUPG) ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub programme: Financial Management ,Quarterly,Number of quarterly assessments conducted on performance of Human Settlements Grants (USDG and ISUPG),Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster","1 quarterly assessment (1x 3rd quarter of 2022/23 financial year) conducted on USDG performance 

1 quarterly assessment (1x 3rd quarter of 2022/23 financial year) conducted on ISUPG performance 


"," 1 quarterly 
assessment (1x 3rd quarter of 2022/23 financial year) conducted on USDG performance     

1 quarterly assessment (1x 3rd quarter of 2022/23 financial year) conducted on ISUPG performance
", Not applicable, Not applicable,,,"1 quarterly assessment (1x 4th quarter of 2022/23 financial year) conducted on USDG performance

1 quarterly assessment (1x 4th quarter of 2022/23 financial year) conducted on ISUPG performance",,,,,,"1 quarterly assessment (1x 1st quarter of 2023/24 financial year) conducted on USDG performance

1 quarterly assessment (1x 1st quarter of 2023/24 financial year) conducted on ISUPG performance",,,,,,"1 quarterly assessment (1x 2nd quarter of 2023/24 financial year) conducted on USDG performance

1 quarterly assessment (1x 2nd quarter of 2023/24 financial year) conducted on ISUPG performance",,,,,,8 quarterly   assessments conducted on performance of both human settlements grant (USDG and ISUPG),-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub programme: Financial Management ,Quarterly,Number of reports on monitoring of set aside for the designated groups (USDG & HSDG),Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster","1 report on monitoring of set aside for the designated groups (USDG & HSDG)

"," 1 report on 
monitoring of set aside for the designated groups (USDG & HSDG) not completed","The following provinces and metros did not 
submit the mandatory PPPFA information despite follow ups being made and escalation to MINMEC 
Provinces: Free State and Northwest
Metros: City of Joburg and 
City of Tshwane
","Escalate the non-performance reporting to MINMEC and follow ups will be made 
",,,1 report on monitoring of set aside for the designated groups (USDG & HSDG),,,,,,1 report on monitoring of set aside for the designated groups (USDG & HSDG),,,,,,1 report on monitoring of set aside for the designated groups (USDG & HSDG),,,,,,4 reports on monitoring of set aside for the designated groups (USDG & HSDG),-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub-Programme: Corporate Services,Quarterly,Percentage implementation of the HR Implementation Plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,100% implementation of the HR Implementation Plan,93 % implementation of the Human Resource Implementation Plan,There were delays in the submission of the Annual Financial Misconduct Report ,The report will be done in quarter 2,,,100% implementation of the HR Implementation Plan,,,,,,100% implementation of the HR Implementation Plan,,,,,,100% implementation of the HR Implementation Plan,,,,,,100% implementation of the HR Implementation Plan,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub-Programme: Corporate Services,Quarterly,Percentage implementation of the approved annual ICT plan ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,25% implementation of approved annual ICT plan,25% implementation of approved annual ICT plan,Not applicable,Not applicable,,,50% implementation of approved annual ICT plan,,,,,,75% implementation of approved annual ICT plan,,,,,,100% implementation of approved annual ICT plan,,,,,,100% implementation of approved annual ICT plan,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub-Programme: Corporate Services,Quarterly,Digital Transformation Strategy and Implementation Plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",Develop the Terms of Reference (Digital Transformation Strategy and Implementation Plan,"The Terms of Reference (Digital Transformation Strategy and Implementation Plan were developed


",Not applicable,Not applicable,,,Approval of the Terms of Reference (Digital Transformation Strategy and Implementation Plan),,,,,,Appointment of the service provider (Digital Transformation Strategy and Implementation Plan,,,,,,"Signed Service Level Agreement (Digital Transformation Strategy and Implementation Plan)
Signed Service Level Agreement (Digital Transformation Strategy and Implementation Plan)


",,,,,,SLA on Digital Transformation Strategy and Implementation Plan developed.,-,,,,,,,460
Human Settlements,Human Settlements,National,1.1 PROGRAMME 1: ADMINISTRATION ,Sub-Programme: Corporate Services,Quarterly,Percentage implementation of approved communication plan,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,25% implementation of the approved communication plan ,25% implementation of the approved communication plan,Not applicable,Not applicable,,,50% implementation of the approved communication plan ,,,,,,75% implementation of the approved communication plan,,,,,,100% implementation of the approved communication plan,,,,,,100% implementation of the approved communication plan,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub Programme: Macro Planning & Research,Quarterly,Number of policy programmes approved,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No target,No target, Not applicable, Not applicable,,,Draft Policy programme,,,,,,No target,,,,,,Policy Programme approved,,,,,,1 Policy Programme approved,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub Programme: Macro Planning & Research,Quarterly,Number of policies approved,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No target,No target, Not applicable, Not applicable,,,No target,,,,,,SEIAS Phase I submitted to presidency,,,,,,Policy Foundation for Housing and Human Settlements approved,,,,,,"1 Policy approved

Policy Foundation for Housing and Human Settlements 
",-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub Programme: Macro Planning & Research,Quarterly,Research agenda approved,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster", No target,No target, Not applicable, Not applicable,,,Draft research agenda,,,,,, No target,,,,,,Approved Research Agenda,,,,,,Approved Research Agenda,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub Programme: Monitoring and Evaluation,Quarterly,Number of reports on monitoring of projects as per approved business plans  ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster","1 Report on 
monitoring of projects as per approved business plans", 1 Report on monitoring of projects as per approved business plans, Not applicable, Not applicable,,,1 Reports on monitoring of projects as per approved business plans,,,,,,1 Reports on monitoring of projects as per approved business plans,,,,,,1 Reports on monitoring of projects as per approved business plans,,,,,,4 Reports on monitoring of projects as per approved business plans ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub Programme: Monitoring and Evaluation,Quarterly,Number of evaluation studies completed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster, No Target ,No Target , Not applicable, Not applicable,,,No Target ,,,,,,Draft Evaluation Report completed: Design and Implementation evaluation of the Priority Human Settlements and Housing Development Areas Programme (PHSHDA),,,,,,Evaluation study completed: Design and Implementation evaluation of the Priority Human Settlements and Housing Development Areas Programme (PHSHDA),,,,,,1 Evaluation study completed: Design and Implementation evaluation of the Priority Human Settlements and Housing Development Areas Programme (PHSHDA),-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub- Programme: Public Entity Oversight ,Quarterly,Number of reports on monitoring entities performance,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster","1 report on 
monitoring entities performance"," 1 report on monitoring entities performance


", Not applicable, Not applicable,,,1 report on monitoring entities performance,,,,,,1 report on monitoring entities performance,,,,,,1 report on monitoring entities performance,,,,,,4 reports on monitoring entities performance,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Capacity Building and Sector Support ,Quarterly,Number of intergovernmental relations programmes implemented   ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",4 intergovernmental relations programmes implemented , 12 intergovernmental relations programmes implemented,"Five additional programmes were conducted 
over and above the one planned in terms of the Ministerial Outreach Programme.
There were three additional intervention in terms of the Ministerial Community Interventions   that were received from the community.  
",Not applicable,,,5 intergovernmental relations programmes implemented ,,,,,,4 intergovernmental relations programmes implemented ,,,,,,4 intergovernmental relations programmes implemented ,,,,,,17 intergovernmental relations programmes implemented ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Macro Sector Planning,Quarterly,Number of reports on monitoring the development of integrated implementation programmes for PDAs  ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No Target,No Target,Not applicable,Not applicable,,,1 report on monitoring the development of integrated implementation programmes for PDAs  ,,,,,,No Target,,,,,,1 report on monitoring the development of integrated implementation programmes for PDAs  ,,,,,,2 reports on monitoring the development of integrated implementation programmes for PDAs  ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Macro Sector Planning,Quarterly,Number of reports on monitoring Human Settlements allocations to PDAs,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No Target,No Target,Not applicable,Not applicable,,,1 report on monitoring Human Settlements allocations to PDAs,,,,,,No Target,,,,,,1 report on monitoring Human Settlements allocations to PDAs,,,,,,2 reports on monitoring Human Settlements allocations to PDAs,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Macro Sector Planning,Quarterly,Number of reports on monitoring rezoning of land acquired within PDAs during 2014-2019,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No Target,No Target,Not applicable,Not applicable,,,1 report on monitoring rezoning of land acquired within PDAs during 2014-2019,,,,,,No Target,,,,,,1 report on monitoring rezoning of land acquired within PDAs during 2014-2019,,,,,,2 reports on monitoring rezoning of land acquired within PDAs during 2014-2019 ,-,,,,,,,460
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Macro Sector Planning,Quarterly,Business plans assessed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Governance, State Capacity and Institutional Development cluster",No Target,No Target,Not applicable,Not applicable,,,2023/24 metros business plans assessed,,,,,,No Target,,,,,,2024/25 Provincial Business Plans assessed ,,,,,,Provincial and metros business plans assessed ,-,,,,,,,460
