Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.6 An Annual Sector Report is produced on the number of public schools monitored on the availability of readers.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,"Approved Annual Sector Report on the number of public schools monitored on the availability of readers
",Approved Annual Sector Report on the number of public schools monitored on the availability of readers,,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the number of 
public schools 
monitored on the 
availability of 
readers",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.1 Number of schools per province monitored for utilisation of Information Communication Technology (ICT)   resources. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,27,,32,"Northern Cape and North West were selected to monitor five (5) additional schools due to their educational landscape. These provincial education structures did not have the personnel for e-Learning or supporting schools equipped with ICT devices. The increased data collection enables more informed decision-making and targeted interventions by gaining valuable insights into different approaches, best practices, and innovative strategies that can be shared and implemented across schools. 
",Not applicable,32,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.2 Percentage of public schools with Home Language workbooks for learners in Grades 1 to 6 per year, after having placed an order. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,100 %,,100.21,Some schools were closed after the orders were placed and removed from the delivery list . New schools that were opened were added to the list for the language workbooks,Not applicable,100.21,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.3 Percentage of public schools with Mathematics workbooks for learners in Grades 1 to 9 per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,100 %,,99.73,Some schools were closed after the orders were placed and removed from the delivery list ,Not applicable,99.73,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.4 Percentage of public schools with workbooks for learners in Grades R per year, after having placed an order. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,100 %,,100.13,Some schools were closed after the orders were placed and removed from the delivery list . New schools that were opened were added the list for the workbooks,Not applicable,100.13,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.5 An Annual Sector Report is produced on the percentage of learners provided with Mathematics and English   First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12
","Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12","Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12
",,"Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12",No deviation,Not applicable,"Approved Annual 
Sector Report on 
the percentage of 
learners provided 
with Mathematics 
and English 
First Additional 
Language (EFAL) 
textbooks in Grades 
3, 6, 9 and 12.",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.6 Number of schools monitored for home languages in which Literacy Grades 1–3 lesson plans have been developed for terms 1–4.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,10,,10,No deviation,Not applicable,10,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.7 Number of special schools with access to electronic devices. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,70,,49,"49 special schools received ICT equipment, connectivity, and assistive devices, based on the availability of funding from Mobile Network Operators (MNOs). The DBE is the receiving department of a Universal Services Obligations Agreement (USOA) with DCDT and ICASA and the budget does not lie with the DBE.  ","Cell C and MTN have submitted their implementation plans to DBE, ICASA and DCDT. Based on the submitted implementation plans, MTN will completed all their remaining schools in the 2023/24 financial year, while Cell C will provide their remaining school with the solution by the end of 2025/26 financial year.",49,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.8 An Annual Sector Report is produced on the monitoring of procurement and distribution of Information Communication Technology (ICT) devices.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual Sector Report on the monitoring of procurement and distribution of Information Communication Technology (ICT) devices,,Approved Annual Sector Report on the monitoring of procurement and distribution of Information Communication Technology (ICT) devices,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the monitoring 
of procurement 
and distribution 
of Information 
Communication 
Technology (ICT) 
devices",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.1 An Annual Sector Report is produced on the number of teachers trained on inclusion. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of teachers trained on inclusion,Approved Annual Sector Report on the number of teachers trained on inclusion,Approved Annual Sector Report on the number of teachers trained on inclusion,,Approved Annual Sector Report on the number of teachers trained on inclusion,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the number of 
teachers trained on 
inclusion",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.2 An Annual Sector Report is produced on the number of learners in public special schools. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of learners in public special schools,Approved Annual Sector Report on the number of learners in public special schools,Approved Annual Sector Report on the number of learners in public special schools,,Approved Annual Sector Report on the number of learners in public special schools,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the number of 
learners in public 
special schools",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.3 An Annual Sector Report is produced on the percentage of public special schools serving as resource centres.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the percentage 
of public special 
schools serving as 
resource centres",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.4 An Annual Sector Report is produced on the establishment of focus schools per PED. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual Sector Report on the establishment of focus schools per PED,,"Approved Annual Sector Report on the establishment of focus schools per PED 
",No deviation,Not applicable,"Approved Annual 
Sector Report on 
the establishment 
of focus schools per 
PED",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Quarterly,2.1.1 Number of Technical Schools monitored for implementation of the Curriculum and Assessment Policy Statements (CAPS). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",6,6,6,6,0,0,6,6,18,18,18,No deviation,Not applicable,18,No deviation,Not applicable,No deviation,Not applicable,No deviation,No deviation,No deviation,Not applicable,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Quarterly,"2.1.2 Number of learners obtaining subject passes towards an NSC or extended Senior Certificate (SC), including upgraded NSC, through the Second Chance Matric Programme (SCMP). ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",0,,25000,101507,0,0,25000,50217,50000,151724,71612,The overall improvement in national matric results in the mainstream results in more young learners taking the second chance matric to improve their subject passes.,Not applicable,71612,,,"The programme is gaining more momentum, attracted more partners, offers sponsorship to applicants, which attracts more learners, all of which contributed to a positive deviation.",Not applicable,No deviation,No deviation,"The reason for deviation is that most learners who enrol in the Programme, are upgrading their subjects for higher institutions of learning, i.e. TVET colleges and universities",Not applicable,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.1 Percentage of School Governing Bodies (SGBs) that meet the minimum criteria in terms of effectiveness. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,70 %,94.3 %,70 %,,94.3,The high achievement is attributed to the fact that SGBs are in their second year in office and have therefore begun to perform their roles and responsibilities with understanding.,Not applicable,94.3,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.2 Percentage of schools producing the minimum set of management documents at a required standard. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,100,No deviation,Not applicable,100,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.3 Number of Funza Lushaka bursaries awarded to students enrolled for Initial Teacher Education per year. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,11800,11971,11800,,11971,"Funds not utilised in one Higher Education Institutions (HEIs), are reallocated to other HEIs that have applicants. More Postgraudate Certificates in Education increased the number of bursaries. ",Not applicable,11971,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.5 An Annual National Report is produced on the number of qualified teachers aged 30 and below entering the public service as teachers. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers
",,"Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers
",No deviation,Not applicable,"Draft Annual 
National Report 
on the number of 
qualified teachers 
aged 30 and below 
entering the public 
service as teachers",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.1 An Annual Sector Report is produced on monitoring the functionality of Provincial Teachers Development   Institutes and District Teacher Development Centres.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and
District Teacher Development Centres
",,"Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres
",No deviation,Not applicable,"Approved Annual 
Sector Report on 
monitoring the 
functionality of 
Provincial Teacher 
Development 
Institutes and District 
Teacher Development 
Centres",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,"3.2.2 An Annual Sector Report is produced on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting
",,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting
",No deviation,Not applicable,"Approved Annual 
Sector Report on 
monitoring the 
implementation of 
Teacher Development 
Programmes by 
PEDs with special 
focus on Language, 
Mathematics, 
Physical Science and 
Accounting",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.3 Number of PEDs that had their post-provisioning processes assessed for compliance with the post-provisioning norms and standards.  ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable,9,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.4 An Annual Sector Report on Grade-R practitioners with NQF level 6 and above qualifications produced. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual Sector Report on Grade-R practitioners with NQF level 6 and above qualifications produced
",,"Approved Annual Sector Report on Grade-R practitioners with NQF level 6 and above qualifications produced
",No deviation,Not applicable,"Approved Annual 
Sector Report on 
Grade-R practitioners 
with NQF level 6 and 
above qualifications 
produced",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.1 Number of PEDs monitored on the implementation of the Quality Management System (QMS) for school-based educators.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable,9,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.2 Number of PEDs monitored on the implementation of the Education Management Service: Performance   Management and Development System (EMS: PMDS).,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable,9,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Quarterly,3.1.4 Number of quarterly monitoring reports tracking the percentage of Funza Lushaka graduates placed within   six (6) months upon confirmation that the bursar has completed studies. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable,4,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.1 Number of new schools built and completed through ASIDI,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,30,,27,"One school (Ngozi) was cancelled due to a protracted community dispute regarding the location of the new schools. The Contractor cancelled the contract, and the IA accepted the cancellation in line with the provisions of the contract. Two schools had contractors who defaulted on their contractual obligations which led to delay in the completion of projects. The projects will be completed in the 2023/24 financial year.
",Not applicable,27,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.2 Number of schools provided with sanitation facilities.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,450,,457,"Some of the contractors completed their projects before practical completion due date as there was intense monitoring which includes site visits by Implementing Agent, Programme Support Unit, The Director-General, DBE Infrastructure Officials and Provincial Works inspectors. ",Not applicable,457,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.3 Number of schools provided with water facilities through ASIDI,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,50,,50,No deviation,Not applicable,50,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,"4.2.1 Number of General Education and Training (GET) test items developed in Language and Mathematics for Grades 3, 6 and 9 ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,500,500,500,,500,No deviation,Not applicable,500,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.2 Number of NSC reports produced,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,4,4,4,,4,No deviation,Not applicable,4,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.3 Number of question papers set for June and November examinations,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,320,320,320,,320,No deviation,Not applicable,320,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.4 Percentage of public schools using the South African School Administration and Management System (SA-SAMS) for reporting,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,98 %,99.38 %,98 %,,99.38,"SA-SAMS is policy aligned and used for promotion reporting. PED’s are benefitting from the DBE’s investment in SA-SAMS to provide standardised data for the sector e.g. NSC Gr 12 registrations and Curriculum assessment reporting from schools, as well as an administration system that is free of charge for schools.",,99.38,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.5 An Annual National Report is produced on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities
",Approved Annual National Report on number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,"Approved Annual National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities
",,"Approved Annual National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities
",No deviation,Not applicable,"Approved Annual 
National Report 
on the number 
of provinces 
monitored for 
implementation of 
the Learner Unit 
Record Information 
and Tracking 
System (LURITS) 
and EMIS priorities",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.6 An Annual National Report is produced on learning outcomes linked to the National Assessment Framework.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual National Report on learning outcomes linked to the National Assessment Framework
",,"Approved Annual National Report on learning outcomes linked to the National Assessment Framework
",No deviation,Not applicable,"Approved Annual 
National Report 
on learning 
outcomes linked 
to the National 
Assessment 
Framework",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.7 An Annual National Report is produced on the Early Learning National Assessment to determine school readiness.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the Second Early Learning National Assessment,,Approved Annual National Report on the Second Early Learning National Assessment,No deviation,Not applicable,"Approved Annual 
National Report on 
the Second Early 
Learning National 
Assessment",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.1 Number of officials from districts that achieved below the national benchmark in the NSC participating in a mentoring programme,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,60,60,60,,60,No deviation,Not applicable,60,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.2 Percentage of school principals rating the support services of districts as being satisfactory,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,75 %,81 %,75 %,,81,Overall support given to schools by districts was increased during and beyond the COVID-19 pandemic period and subsequently led to improved satisfaction rating by school principals. ,Not applicable,87,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.3 Percentage of District Directors that have undergone competency assessment prior to their appointment. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,97 %,75 %,97 %,,75,The appointed official was unfortunately not sent to the competency test timeously due to an administrative error linked to capacity challenges in the provincial department HR Unit. The official had acted for an extended period prior to the post being advertised and filled. Once the mistake was picked up he was ultimately sent for the competency test. The results of the competency test is used as part of the development areas in his Performance Development Plan.,Provincial education departments’ recruitment and selection processes to be strengthened through regular in-year monitoring and support to ensure compliance. ,75,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.4 Number of underperforming secondary schools monitored at least twice a year by sector officials. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,1000,1101,1000,,1101,The department seconded SISCOs from provinces that are performing well to those that have many underperforming schools and had few SISCOs to visit schools. Four SISCOs from Gauteng and two from North West were seconded to Limpopo which had 625 underperforming secondary schools. EC which has only three SISCOs was assisted by two SISCOs from Mpumalanga. DBE based officials augmented the teams in all the provinces.,Not applicable,1101,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.5. Number of districts in which teacher development has been conducted as per District Improvement Plans.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,65,,65,No deviation,Not applicable,65,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.6 Number of District Director forums held. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,3,,3,No deviation,Not applicable,3,,,,,,,,,115
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.1 An Annual Sector Report is produced on the provision of nutritious meals and compliance with feeding requirements.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,No deviation,Not applicable,"Approved Annual 
Sector Report on 
the provision of 
nutritious meals and 
compliance with 
feeding requirements",,,,,,,,,115
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.2 Number of PEDs with approved annual business plans for the HIV/AIDS Life Skills Education Programme.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable,9,,,,,,,,,115
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.6. Number of professionals trained in SASCE programmes.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,900,,1001,Free State and Northern Cape decentralised their workshops to accommodate more professionals trained in SASCE programmes.,Not applicable,1001,,,,,,,,,115
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,"5.1.3 Number of districts monitored in the implementation of the National School Safety Framework (NSSF), Social Cohesion, Sport and Enrichment Programmes.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",22,10,18,30,20,17,15,15,75,72,75,No deviation,Not applicable,75,The Eastern Cape Province could not be monitored due to the districts hosting the 2022 SASCE competitions at the district and provincial levels of the competition. ,The backlog of 12 districts in the Eastern Cape will be monitored in the second quarter. ,12 districts in Eastern Cape could not be monitored in the 1st quarter due to the districts hosting the SASCE Competitions at a District and Provincial level. ,A decision was taken to monitor the 12 districts in the Eastern Cape in the 2nd quarter. Monitoring took place from 13 to 21 September 2022.,Monitoring tools that had errors were not included in the count,Monitoring tools will be corrected in the next quarter,No deviation,Not applicable,115
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,"5.1.4 Number of learners, educators, parents, SGBs and other educations stakeholders reached through social cohesion programmes.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1000,2172,1000,2204,500,1314,1000,1378,3500,7068,7068,Collaborations with external stakeholders was beneficial in advocating for Social Cohesion and Equity in Education programmes,Not applicable,7068,Collaboration with external Stakeholders was beneficial in advocating for Social Cohesion and Equity programmes.,Not applicable,Collaboration with external Stakeholders was beneficial in advocating for Social Cohesion and Equity programmes.,Not applicable,"Collaboration with external stakeholders was beneficial in
advocating for Social Cohesion and Equity Programmes.
",Not applicable,"Collaboration with external 
stakeholders, was beneficial in advocating for Social Cohesion and Equity programmes.
",Not applicable,115
