ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2020-21 National Institutions Oversight Performance  Report as of ( FY 2020-21),Location/s: National,InstitutionType:   National,"Institution:   Agriculture, Forestry and Fisheries (2015-2020), Agriculture, Land Reform and Rural Development, Arts and Culture (2015-2020)",FinancialYear:   FY 2020-21,"Report Printed On:   Thursday, February 9, 2023 9:04:51 AM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.6.1 Number of labour tenant applications settled,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",0,,,,,,0,,,,,,200,86,"The Court process is taking longer than expected due to COVID-19 regulations
","Implementation of the Special Master Implementation Plan
",,,250,16,"Delays in finalizing court referrals through the state attorneys for the applications with denials. The closure of Municipal offices and the Deeds offices due to exposure of Covid-19 positive cases.
",N/A,,,450,102,196,The target was not achieved due to the delays in finalizing settlement agreement through Land Acquisition and approximately 250 applications had to be referred to court via office of the state attorney.  ,N/A,,,196,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.6.1 Number of labour tenants' applications settled,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",50,0,"The covid-19 lockdown restrictions imposed in terms of the Disaster Management Act.
","
Approvals of settlements that exceed the Q1 target are in place",,,150,Not Applicable,Not Applicable,Not Applicable,,,150,,,,,,150,N/A,N/A,N/A,,,500,0,0,COVID-19 lockdown resulted in restriction of movements and gathering of large number of people resulted in some of the activities prohibited towards the settlement of labour tenants against the Q1 target of 500 hectares. The reflected variance is Q1 achievements against annual target. .,N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.6.1 Number of labour tenants' applications settled,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,,,,,,0,0,Not Applicable,Not Applicable,,,140,,,,,,310,N/A,N/A,N/A,,,500,0,0,N/A,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.7.1 Number of Communal Property Associations (CPA) supported to be compliant with legislation,Not Applicable,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,0,,,,,,0,Not Applicable,Not Applicable,Not Applicable,,,228,,,,,,249,N/A,N/A,N/A,,,477,0,2,Deviation of 80 was realised during quarter 1 as 3 CPAs were supported against a quarter 1 target of 83. The deviation was due to Covid19 restrictions that restricted staff from travelling to farms and also restrictions on community gathering. The deviation of 474 is for annual period due to 3 quarter 1 achieved from annual target of 477.,,,,2,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.7.1 Number of Communal Property Associations (CPAs) supported to be compliant with legislation ,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",0,,,,,,0,,,,,,94,164,"The target of 228 was revised down to 94,while training action plan was also developed based on the initial target hence the over achievements.",n/a,,,300,271,"The annual target of 394 has been achieved , with most of the performance reported in the previous three quarters. 
",N/A,,,394,435,455,The target was overachieved due to a catch-up plan which was developed and implemented when the country moved to lock down levels two and one.,N/A,,,455,98
,"Agriculture, Land Reform and Rural Development",National,Programme 4.: Rural Development,Programme 4.: Rural Development,Quarterly,5.1.1 Number of NARYSEC Youth trained ,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Economic Sectors, Employment and Infrastructure Development cluster",0,,,,,,119,"369
",There was an under-achievement in Q1 due to delays in receiving certificates from SETAs. Certificates that were supposed to be issued for Q1 reporting were received in Q2 resulting in an over-achievement,"None considering that there was lockdown which was beyond the control of SETA and DRDLR.
",,,599,685,"The over-achievement is due to more certificates printed as a result of re-opening of the economy and move to level one lockdown
",n/a,,,1198,874,"The deviation was due to delays in printing of certificates by the relevant institutions.
","A meeting is arranged with institutions to sensitise them about timeous provision of certificates. 
",,,1916,1928,1926,"The deviation is due to additional certificates which were expected for Q1 of the 2021/22 financial year and received earlier than anticipated.

",N/A,,,1923,98
,"Agriculture, Land Reform and Rural Development",National,Programme 4.: Rural Development,Programme 4.: Rural Development,Quarterly,5.1.1 Number of skills development opportunities provided,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",700,0,"
RID: The target could not be achieved due to lockdown.
REID: The target could not be achieved due to lockdown. 
NARYSEC: The Covid-19 lockdown implemented as from 26/03/2020 has had a direct impact on the NARYSEC programme as far as the receipt of SETA and College certificate is concerned.  SETA and College offices were closed during Level 5 & 4 and staff started slowly returning on a rotational basis during Level 3 lockdown.  This resulted in all necessary operations being halted and subsequently further resulted in the non-issuing of certificates and SoRs needed to report for Q1 APP Reporting.
","RID and REID: Targets have been revised for the forthcoming quarters. 
NARYSEC: NARYSEC is liaising with SETAs on an ongoing basis.  Interactions are taking place weekly with SETAs and Colleges that are currently operational.  Communication is around the prioritization of expected NARYSEC certificates and SoRs. Progress is being made and the shortfall of Q1 will be made up during Q2 and 3 of this financial year.
",,,1935,The indicator has been rephrased,Not Applicable,Not Applicable,,,1606,,,,,,2090,N/A,N/A,N/A,,,7591,0,0,No skills development was done against the Q1 target of 700 because of the Covid19 lockdown restrictions imposed in terms of the Disaster Management Act. Participants could not be able to attend physical training sessions due to Covid19 restrictions. ,N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,Programme 4.: Rural Development,Programme 4.: Rural Development,Quarterly,5.1.2 Number of job opportunities created in rural development initiatives,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",654,23,"RID: The target could not be achieved due to lockdown. Projects could not continue because the lockdown regulations did not allow for movement of people.

REID: The target could not be achieved due to lockdown. Projects could not continue because the lockdown regulations did not allow for movement of people.
","RID: The target could not be achieved due to lockdown. Projects could not continue because the lockdown regulations did not allow for movement of people.
REID: To monitor progress and develop intervention plans.
",,,1876,The indicator has been discontinued,Not Applicable,Not Applicable,,,1830,,,,,,1292,N/A,N/A,N/A,,,5652,23,23,23 job opportunities were created against a quarter 1 target of 654 which resulted in q 1 variance of 631. This was not achieved   because of the Covid19 lockdown restrictions imposed in terms of the Disaster Management Act. The Covid19 restrictions resulted in people not being able to report for duty in projects. Overall variance is 5629 considering achievement of q1 from annual target.,N/A,,,23,98
,"Agriculture, Land Reform and Rural Development",National,Programme 4.: Rural Development,Programme 4.: Rural Development,Quarterly,5.2.1 Number of Farmer Production Support Units (FPSU) supported with infrastructure ,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Economic Sectors, Employment and Infrastructure Development cluster",0,,,,,,0,0,Not Applicable,Not Applicable,,,5,6,"Contractors were able to work faster and completed projects targeted for Q4 earlier than expected.
",n/a,,,10,7,"Delays in the delivery of construction materials due to backlog in their production sites as a result of Covid19 restrictions affected the completion of projects.
","To put risk mitigation plans in anticipation for the unforeseen natural disasters. 
",,,15,13,15,N/A,N/A,,,15,98
,"Agriculture, Land Reform and Rural Development",National,Programme 4.: Rural Development,Programme 4.: Rural Development,Quarterly,5.2.1 Number of infrastructure projects completed,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",20,7,The target could not be achieved due to lockdown. Projects could not continue because the lockdown regulations did not allow for movement of people.,"To speed-up the implementation to ensure that the department is able to catch-up on missed targets. 
",,,30,The indicator has been discontinued,Not Applicable,Not Applicable,,,40,,,,,,40,N/A,N/A,N/A,,,130,7,7,7 infrastructure projects were completed against a target of 20 during Q1 which resulted in a variance of 13 for quarter 1. Covid19 restriction s resulted in this  non-achievement and eventually an overall non achievement of 123 annually when evaluating the reported actual achievement for q1 against annual target of 130.,N/A,,,7,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly, 6.1.1 % of AgriBEE Fund applications finalised,Not Applicable,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network","International Cooperation, Trade and Security cluster",-,,,,,,Quarterly progress report on the received AgriBee Fund applications ,"Quarterly progress report on the received AgriBEE Fund applications was compiled.
 Achieved
",Not Applicable,Not Applicable,,,Quarterly progress report on the received AgriBee Fund applications ,,,,,,100%,N/A,N/A,N/A,,,100%,-,"100% (37)
AgriBEE Fund applications were received, assessed and finalised during the period under review.",N/A,N/A,,,"100% (37) AgriBEE Fund applications were received, assessed and finalised during the period under review",98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.1.1 Number of cooperatives trained,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",36,0,"Training of cooperatives take place in provinces. Due to Covid-19 restrictions trainings could not be facilitated
","Target was moved to Q3 and Q4 with the hope that restrictions will be eased
",,,45,This indicator has been discontinued,Not Applicable,Not Applicable,,,40,,,,,,27,N/A,N/A,N/A,,,148,0,0,"Q1 target of 36 could not be achieved due to Covid-19 restrictions
148 is variance annually considering nil achievement of q1 against an annual target of 148.
",The indicator was removed from the APP due to budget reprioritisation informed by DPME Circular 02 of 20,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.2.1 % of AgriBEE Fund applications finalised ,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network",Not Applicable,Quarterly progress report on the received AgriBEE Fund applications,"Achieved

Quarterly progress report on the received AgriBEE Fund applications was 
",None,Not necessary,,,Quarterly progress report on the received AgriBEE Fund applications,Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on the received AgriBEE Fund applications,"Quarterly progress report on the received AgriBEE Fund applications was compiled
",n/a,n/a,,,100%,"37 translating into 100% of the received AgriBEE Fund applications were received, assessed and finalised during the period under review
",N/A,N/A,,,100%,-,"0%
(Quarterly Progress report on the received AgriBEE Fund applications was compiled)",The Quarterly Progress report on the received AgriBEE Fund applications targeted for Q1 was achieved as planned. The variance is as a result of calculating variance form what was achieved in q1 out of annual target. ,,,,"0%
(Quarterly Progress Report on the received AgriBEE Fund applications was compiled)",98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.2.1 Marketing of Agricultural Products Act Reviewed,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",-,,,,,,Internal consultation on the Amendment Bill,"Internal consultations on the Amendment Bill were not conducted.
Not Achieved
","A submission was sent to the Chairperson of the National Policy Review Committee (NPRC) on 10 September 2020 for the committee’s attention. However, the committee did not sit for quarter under the review.
","Fast-track and conclude internal consultation processes through EXCO intervention
",,,Submit Draft Amendment Bill to the Office of State Law Advisor,"Draft Marketing of Agricultural Products Amendment Bill was presented at EXCO on 18 December 2020
","The Draft Amendment Bill was not submitted to the Office of State Law Advisor due to delays in consultations. 
","Fast-track internal consultations processes as per EXCO decision.
",,,Draft Marketing Agricultural Products Amendment Bill developed,N/A,N/A,N/A,,,Draft Marketing Agricultural Products Amendment Bill developed,-,Draft Marketing of Agricultural Products Amendment Bill was recommended for the submission to DPME by the National Policy Review Committee (NPRC) for the first phase of Socio-Economic Impact Assessment System (SEIAS),Submission to DPME was not yet concluded to allow further consultations with the Office of the State Law Advisor (OCSLA) to achieve the planned target,Internal consultation processes and submission of the draft bill to OCSLA will be concluded in the Quarter 1 of 2021/22,,,Draft Marketing of Agricultural Products Amendment Bill was recommended for submission  to DPME by the National Policy Review Committee (NPRC) for the first phase of the Socio-Economic Impact Assessment System (SEIAS),98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.3.1 Marketing of Agricultural Products Act reviewed,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network",Not Applicable,Draft Marketing of Agricultural Products Amendment Bill ,"Achieved

Draft Marketing of Agricultural Products Amendment Bill was drafted. 
The bill will be sent to internal stakeholders for further consultations
",None ,N/A,,,Internal consultation on the Amendment Bill,Not Applicable,Not Applicable,Not Applicable,,,Submit Draft Amendment Bill to the Office of State Law Advisor,,,,,,Draft Marketing of Agricultural Products Amendment Bill developed,"Draft Marketing of Agricultural Products Amendment Bill was presented at the National Policy Review Committee (NPRC) on 19 March 2021.  However, it is still has go through consultations; e.g. EXCO and Office of the State Law Advisor (OCSLA)  
","The Draft Marketing of Agricultural Products Amendment Bill has not been finalised due to consultation processes
","The Draft Marketing of Agricultural Products Amendment Bill  was sent to the Department of Planning, Monitoring and Evaluation (DPME) through DALRRD Legal unit to commence with the compilation of the first phase of Socio-Economic Impact Assessment System (SEIAS) as per the NPRC recommendation. It was sent to DPME on 09 April 2021
",,,Draft Marketing of Agricultural Products Amendment Bill developed,-,"The first Draft Marketing
of Agricultural
Products
Amendment
Bill was developed
","The planned Q1 target of draft bill was achieved to enable further work on the finalisation towards achieving the intended annual target of the final draft.

",,,,The first Draft Marketing of Agricultural Products Amendment Bill was developed,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.3.1 Trade agreements implemented,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,Quarterly progress report on the implementation of  trade agreements,"Quarterly progress on the implementation of trade agreements was compiled.

Achieved
",Not Applicable,Not Applicable,,,Quarterly progress report on the implementation of  trade agreements,"Quarterly progress report on the implementation of trade agreements was compiled
",n/a,n/a,,,Annual report on the implementation of  6 trade agreements,N/A,N/A,N/A,,,Report on the implementation of 6 trade agreements,-,"Report on the
implementation
of 6 trade
agreements was compiled
",N/A,N/A,,,Report on the implementation of 6 trade agreements was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.3.2 Trade agreements negotiated,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,Quarterly progress on participation in trade negotiations,"Quarterly progress report on
participation in trade negotiations was compiled.

Achieved
",Not Applicable,Not Applicable,,,Quarterly progress on participation in trade negotiations,"Quarterly Progress Report on participation in trade negotiations was compiled
",n/a,n/a,,,Annual report on participation in 4 trade negotiations,N/A,N/A,N/A,,,Report on participation in 4 trade negotiations,-,"Report on
participation in
4 trade negotiations was compiled
",N/A,N/A,,,Report on participation in 4 trade negotiations was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.4.1 (a) Multilateral agreements implemented,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,Quarterly progress report on participation in engagements,"Quarterly progress
report on multilateral engagements was compiled.

Achieved
",Not Applicable,Not Applicable,,,Quarterly progress report on participation in engagements,"Quarterly progress report on participation on multilateral engagements was compiled
",n/a,n/a,,,Annual report on Multilateral engagements,N/A,N/A,N/A,,,"Report on 
Multilateral engagements",-,"Report on
multilateral
engagements was compiled
",N/A,N/A,,,Report on multilateral engagements was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.4.1 (b) Multilateral agreements implemented,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,"Quarterly progress report on 
AU and SADC engagements","Quarterly progress report on AU and SADC engagements was compiled.
 
 Achieved
",Not Applicable,Not Applicable,,,"Quarterly progress report on 
AU and SADC engagements","Quarterly progress report on AU and SADC engagements was compiled 
",n/a,n/a,,,"Annual report on 
AU and SADC engagements",N/A,N/A,N/A,,,"Report on 
AU and SADC engagements",-,"Report on AU
and SADC
engagements was compiled
",N/A,N/A,,,Report on AU and SADC engagements were compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.4.1 Number of agro-preneurs capacitated on food manufacturing standard,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,0,N/A,N/A,,,0,This target has been discontinued,This target has been dicontinued,This target has been discontinued,,,80,,,,,,105,N/A,N/A,N/A,,,185,0,0,There was no Quarter 1 target planned for the indicator under review ,The indicator was removed from the APP due to budget reprioritisation informed by DPME Circular 02 of 20,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.4.2 (a) Bilateral agreements implemented,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,Quarterly progress report on bilateral engagements (South-South and North-South),"Quarterly progress
report on multilateral engagements was compiled.

Achieved
",Not Applicable,Not Applicable,,,Quarterly progress report on bilateral engagements (South-South and North-South),"Quarterly progress report on multilateral engagements was compiled
",n/a,n/a,,,Annual report on bilateral engagements (South-South and North-South),N/A,N/A,N/A,,,Status report on  bilateral agreements (South-South and North-South) ,-,"Status report
on bilateral
engagements
(South-South
and North-
South) was compiled
",N/A,N/A,,,Status report on bilateral engagements (South-South and North-South) was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.4.2 (b) Bilateral agreements implemented,Non-Standardized,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,"The Social Protection, Community and Human Development cluster",-,,,,,,Quarterly progress report on bilateral engagements (Africa continent),"Quarterly progress report on bilateral engagements (Africa continent).

Achieved
",Not Applicable,Not Applicable,,,Quarterly progress report on bilateral engagements (Africa continent),"Quarterly progress report on bilateral engagements (Africa continent) was compiled
",n/a,n/a,,,Annual report on bilateral engagements (Africa continent),N/A,N/A,N/A,,,Status report on bilateral engagements (Africa continent),-,"Status report
on bilateral
engagements
(Africa continent) was compiled
",N/A,N/A,,,Status report on bilateral engagements (Africa continent) was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.5.1 Trade agreements implemented,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network",Not Applicable,Quarterly progress report on the implementation of trade agreements,"Achieved

Quarterly progress on the implementation of trade agreements was compiled

",None ,N/A,,,Quarterly progress report on the implementation of  trade agreements,Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on the implementation of  trade agreements,,,,,,Annual report on the implementation of 6 trade agreements,"Annual Report on the implementation of 6 trade agreements was compiled
",N/A,N/A,,,Report on the implementation of 6 trade agreements,-,"
Quarterly Progress Report on the implementation of trade agreements was compiled","Quarterly Progress Report on the implementation of trade agreements as targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.


",,,,Quarterly Progress Report on the implementation of trade agreements was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.5.2 Trade agreements Negotiated,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,Quarterly progress report on participation in trade negotiations ,"Achieved

Quarterly progress report on
participation in trade negotiations was compiled

",None ,N/A,,,Quarterly progress report on participation in trade negotiations ,Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on participation in trade negotiations ,,,,,,Annual report on participation in 4 trade negotiations ,"Annual Report on participation in 4 trade negotiations was compiled
",N/A,N/A,,,Report on participation in 4 trade negotiations ,-,"Quarterly Progress Report on participation in trade negotiations was compiled

",Quarterly Progress Report on participation in trade negotiations as targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.,,,,Quarterly Progress Report on participation in trade negotiations was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.6.1 (a) Multilateral agreements implemented,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,Quarterly progress report on multilateral engagements,"Achieved

Quarterly progress
report on multilateral engagements was compiled
",None,N/A,,,Quarterly progress report on multilateral engagements,Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on multilateral engagements,,,,,,Annual report on multilateral engagements,"Annual Report on participation on multilateral engagements was compiled
",N/A,N/A,,,Report on multilateral engagements,-,"Quarterly Progress Report on multilateral engagements was compiled

",Quarterly Progress Report on multilateral engagements targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.,,,,Quarterly Progress Report on multilateral engagements was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.6.1 (b) Multilateral agreements implemented,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,Quarterly report on AU and SADC engagements,"Achieved

Quarterly progress report on AU and SADC engagements was compiled 
",None ,N/A,,,Quarterly report on AU and SADC engagements,Not Applicable,Not Applicable,Not Applicable,,,Quarterly report on AU and SADC engagements,,,,,,Annual report on AU and SADC engagements,"Annual Report on AU and SADC engagements was compiled 
",N/A,N/A,,,Report on AU and SADC engagements,-,"
Quarterly Progress Report on AU and SADC engagements was compiled
",Quarterly Progress Report on AU and SADC engagements targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.,,,,Quarterly Progress Report on AU and SADC engagements was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.6.2 (a) Bilateral agreements implemented,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,Quarterly progress report on bilateral  engagements (South-South and North-South),"Achieved

Quarterly progress
report on multilateral engagements was compiled
",None ,N/A,,,Quarterly progress report on bilateral  engagements (South-South and North-South),Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on bilateral  engagements (South-South and North-South),,,,,,Annual report on bilateral  engagements (South-South and North-South),"Annual Report on bilateral engagements was compiled
",N/A,N/A,,,Status report on bilateral  engagements (South-South and North-South),-,"Quarterly Progress Report on bilateral engagements (South-South and
North-South) was compiled


","Quarterly Progress Report on bilateral engagements (South-South and
North-South)
 targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.
",,,,Quarterly Progress Report on bilateral engagements (South-South and North-South) was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,6.6.2 (b) Bilateral agreements implemented,Non-Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,Quarterly progress report on bilateral  engagements (African continent),"Achieved

Quarterly progress report on bilateral engagements (Africa continent)
",None ,N/A,,,Quarterly progress report on bilateral  engagements (African continent),Not Applicable,Not Applicable,Not Applicable,,,Quarterly progress report on bilateral  engagements (African continent),,,,,,Annual report on bilateral  engagements (African continent),"Annual Report on bilateral engagements (Africa continent) was compiled
",N/A,N/A,,,Status report on bilateral  engagements (African continent),-,"Quarterly Progress Report on bilateral engagements (Africa continent) was compiled
","Quarterly Progress Report on bilateral engagements (Africa continent)  
targeted for Q1 was achieved as planned. The variance reflected is as a result of planned annual target that could not have been achieved in quarter 1 alone.
",,,,Quarterly Progress Report on bilateral engagements (African continent) was compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,7.6.1 Number of FPSU's functional,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,0,N/A,N/A,,,4,This indicator has been discontinued ,Not Applicable,Not Applicable,,,8,,,,,,12,N/A,N/A,N/A,,,24,0,0,There was no Quarter 1 target planned for the indicator under review,The indicator was removed from the APP due to budget reprioritisation informed by DPME Circular 02 of 20,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 5.: Economic Development, Trade and Marketing","Programme 5.: Economic Development, Trade and Marketing",Quarterly,7.6.2 Number of rural enterprises supported,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,58,4,"MP: COVID 19 Lockdown: Delayed creation of order for delivering cattle and medication to 10 Enterprises.
KZN: Quarter 1 targets were moved to 2nd quarter due to uncertainty caused by Covid 19 pandemic. The SLA partner had to provide inputs to the 4 enterprises due to the pressing need experienced by the goat farmers.
","MP: SCM to create order for delivery to happen.
KZN: Not applicable
",,,100,Not Applicable,Not Applicable,Not Applicable,,,83,,,,,,24,N/A,N/A,N/A,,,265,0,4,"4 rural enterprises were supported against a Q1 target of 58 which resulted in variance of 54.
Staff capacity was reduced which impacted normal operations as a result of Covid-19; this led to the delayed creation for delivering cattle and medication to 10 Enterprises in the Mpumalanga Province.
In KwaZulu Natal, 
the SLA partner had to provide inputs to the 4 enterprises due to the pressing need experienced by the goat farmers. 261 is variance annually considering that 4 was done in q1 against annual target of 265.
",The indicator was removed from the APP due to budget reprioritisation informed by DPME Circular 02 of 20,,,4,98
