Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.6 An Annual Sector Report is produced on the number of public schools monitored on the availability of readers.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,Approved Annual Sector Report on the number of public schools monitored on the availability of readers. ,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,,"Approved Annual Sector Report on the number of public schools monitored on the availability of readers
",No deviation,Not applicable ,Approved Annual Sector Report on the number of public schools monitored on the availability of readers,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.1 Number of schools per province monitored for utilisation of Information and Communication Technology (ICT) resources,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,27,27,27,,27,No deviation,Not applicable ,27,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.2 Percentage of public schools provided with Home Language workbooks for learners in Grades 1 to 6 per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,100,No deviation,Not applicable ,100,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.3 Percentage of public schools provided with Mathematics workbooks for learners in Grades 1 to 9 per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,100,No deviation,Not applicable ,100,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.4 Percentage of public schools provided with workbooks for learners in Grades R per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,100,No deviation,Not applicable ,100,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.5 An Annual Sector Report is produced on the percentage of learners provided with Mathematics and English   First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language
(EFAL) textbooks in Grades 3, 6, 9 and 12
","Approved Annual Sector report on the percentage of learners provided with Mathematics and English First Additional language (EFAL) textbooks in Grade 3,6 and 12.","Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language
(EFAL) textbooks in Grades 3, 6, 9 and 12
",,"Approved Annual Sector report on the percentage of learners provided with Mathematics and English First Additional language (EFAL) textbooks in Grade 3,6,9 and 12",No deviation,Not applicable ,"Approved Annual Sector report on the percentage of learners provided with Mathematics and English First Additional language (EFAL) textbooks in Grade 3,6,9 and 12",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.6 Number of schools monitored for Home Languages in which Literacy Grades 1–3 lesson plans have been developed for terms 1–4.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,10,,11,"The 2022/23 findings indicated that most Grade 3 learners at Ebony Primary School were performing at low levels of reading comprehension. The school was to be monitored for EGRA in the 2023/24, however, another language was equally monitored as the school offers more than two home languages in the foundation phase.
",Not applicable,11,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.7 Number of public special schools provided with electronic devices as part of the Universal Service Access Obligations,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,87,,18,"Cell C – mobile operator allocated by ICASA, has not allocated funding to provide Special Schools with ICT equipment and assistive devices due to budgetary constraints. Furthermore, Cell C acknowledged to ICASA that they had financial constraints and are unable to meet their obligation.
","The DG will write letters to the PED HoDs requesting them allocate funds to rollout the solution to the remaining 109 Special Schools. The estimated cost per school is R 600 000. Therefore, as the Basic Education Sector, an amount of R 66 million should be put aside for this indicator.
",18,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.8 An Annual Sector Report is produced on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,,Approved Annual Sector Report on monitoring of procurement and distribution of Information and Communication Technology (ITC) devices.,No deviation,Not applicable ,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.1 An Annual Sector Report is produced on the number of teachers trained on inclusion. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of teachers trained on inclusion,Draft Annual Sector Report on the number of teachers trained on inclusion,Approved Annual Sector Report on the number of teachers trained on inclusion,,"Approved Annual Sector Report on the number of teachers trained on inclusion
",No deviation,Not applicable ,Approved Annual Sector Report on the number of teachers trained on inclusion,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.2 An Annual Sector Report is produced on the number of learners in public special schools. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Sector Report on the number of learners in public special schools,Draft Annual Sector Report on the number of learners in public special schools,Approved Sector Report on the number of learners in public special schools,,"Approved Annual Sector Report on the number of learners in public special schools
",No deviation,Not applicable ,Approved Annual Sector Report on the number of learners in public special schools,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.3 An Annual Sector Report is produced on the percentage of public special schools serving as resource centres.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,Draft Annual Sector Report on the percentage of public special schools serving as resource centres,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,,"Approved Annual Sector Report on the percentage of public special schools serving as resource centres
",No deviation,Not applicable ,"Approved Annual Sector Report on the percentage of
public special schools serving as resource centres
",,,,,,,,,198
